calc_amount,thread,time
4,1,0.03124237060546875
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.015625
4,7,0.01561737060546875
4,8,0.01563262939453125
4,9,0.0
4,10,0.015625
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.03125762939453125
4,15,0.0
4,16,0.0
5,1,0.0
5,2,0.0
5,3,0.01561737060546875
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.01563262939453125
5,16,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.015625
6,14,0.0
6,15,0.0
6,16,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.01563262939453125
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
8,1,0.015625
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.01561737060546875
8,15,0.0
8,16,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.01563262939453125
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.015625
10,15,0.0
10,16,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.0
11,10,0.0
11,11,0.01561737060546875
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.01563262939453125
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.015625
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.015625
14,6,0.0
14,7,0.0
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.0
14,14,0.01561737060546875
14,15,0.0
14,16,0.0
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.01563262939453125
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
15,13,0.0
15,14,0.0
15,15,0.0
15,16,0.015625
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.01563262939453125
16,10,0.0
16,11,0.0
16,12,0.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.015625
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.015625
17,5,0.0
17,6,0.0
17,7,0.0
17,8,0.0
17,9,0.0
17,10,0.0
17,11,0.01563262939453125
17,12,0.0
17,13,0.0
17,14,0.0
17,15,0.0
17,16,0.0
18,1,0.03125762939453125
18,2,0.01561737060546875
18,3,0.0
18,4,0.015625
18,5,0.0
18,6,0.01563262939453125
18,7,0.0
18,8,0.015625
18,9,0.01563262939453125
18,10,0.0156097412109375
18,11,0.0
18,12,0.01563262939453125
18,13,0.015625
18,14,0.0
18,15,0.01563262939453125
18,16,0.0
19,1,0.046875
19,2,0.03125762939453125
19,3,0.015625
19,4,0.01561737060546875
19,5,0.01563262939453125
19,6,0.03125762939453125
19,7,0.015625
19,8,0.01561737060546875
19,9,0.015625
19,10,0.03125762939453125
19,11,0.03125
19,12,0.03125762939453125
19,13,0.015625
19,14,0.046875
19,15,0.03125762939453125
19,16,0.03124237060546875
20,1,0.1093902587890625
20,2,0.046875
20,3,0.04688262939453125
20,4,0.03125
20,5,0.03125762939453125
20,6,0.03125762939453125
20,7,0.03124237060546875
20,8,0.03125762939453125
20,9,0.046875
20,10,0.03125762939453125
20,11,0.03124237060546875
20,12,0.0468902587890625
20,13,0.046875
20,14,0.0625
20,15,0.0625
20,16,0.07813262939453125
21,1,0.218780517578125
21,2,0.109375
21,3,0.09375762939453125
21,4,0.0625
21,5,0.06250762939453125
21,6,0.0625152587890625
21,7,0.0625
21,8,0.0625
21,9,0.06250762939453125
21,10,0.0625
21,11,0.0625152587890625
21,12,0.07813262939453125
21,13,0.07813262939453125
21,14,0.078125
21,15,0.09375
21,16,0.1093902587890625
22,1,0.437530517578125
22,2,0.25002288818359375
22,3,0.15625762939453125
22,4,0.14063262939453125
22,5,0.12500762939453125
22,6,0.10938262939453125
22,7,0.12500762939453125
22,8,0.1250152587890625
22,9,0.109375
22,10,0.12502288818359375
22,11,0.125
22,12,0.12500762939453125
22,13,0.1250152587890625
22,14,0.14063262939453125
22,15,0.1718902587890625
22,16,0.17189788818359375
23,1,0.8907012939453125
23,2,0.48439788818359375
23,3,0.328155517578125
23,4,0.29689788818359375
23,5,0.2656402587890625
23,6,0.21875762939453125
23,7,0.23439788818359375
23,8,0.2343902587890625
23,9,0.23439788818359375
23,10,0.2343902587890625
23,11,0.23439788818359375
23,12,0.2343902587890625
23,13,0.25002288818359375
23,14,0.26564788818359375
23,15,0.28127288818359375
23,16,0.31252288818359375
24,1,1.781402587890625
24,2,0.9375762939453125
24,3,0.6562881469726562
24,4,0.5781631469726562
24,5,0.5000381469726562
24,6,0.4531707763671875
24,7,0.453155517578125
24,8,0.453155517578125
24,9,0.437530517578125
24,10,0.45316314697265625
24,11,0.4531707763671875
24,12,0.453155517578125
24,13,0.46878814697265625
24,14,0.484405517578125
24,15,0.5156707763671875
24,16,0.5312881469726562
25,1,3.5471649169921875
25,2,1.8751449584960938
25,3,1.3126068115234375
25,4,1.1406936645507812
25,5,1.0157089233398438
25,6,0.89068603515625
25,7,0.8750686645507812
25,8,0.8438186645507812
25,9,0.8750686645507812
25,10,0.8906936645507812
25,11,0.8750686645507812
25,12,0.8907012939453125
25,13,0.9219436645507812
25,14,0.9688186645507812
25,15,0.9844589233398438
25,16,1.0156936645507812
26,1,7.125572204589844
26,2,3.7346649169921875
26,3,2.6408309936523438
26,4,2.2501678466796875
26,5,2.015777587890625
26,6,1.7970199584960938
26,7,1.7813873291015625
26,8,1.6876296997070312
26,9,1.7501296997070312
26,10,1.7501449584960938
26,11,1.7501373291015625
26,12,1.7501296997070312
26,13,1.7970123291015625
26,14,1.7345199584960938
26,15,1.9220199584960938
26,16,2.0157852172851562
27,1,14.329254150390625
27,2,7.563079833984375
27,3,5.3754119873046875
27,4,4.609733581542969
27,5,3.9690628051757812
27,6,3.6565322875976562
27,7,3.531524658203125
27,8,3.4065093994140625
27,9,3.500274658203125
27,10,3.5158920288085938
27,11,3.2971420288085938
27,12,3.500274658203125
27,13,3.609649658203125
27,14,3.4690170288085938
27,15,3.8440475463867188
27,16,3.87530517578125
28,1,28.90851593017578
28,2,15.094924926757812
28,3,10.672714233398438
28,4,9.125694274902344
28,5,8.000625610351562
28,6,6.9849090576171875
28,7,6.81304931640625
28,8,6.734893798828125
28,9,6.703643798828125
28,10,6.641136169433594
28,11,6.563011169433594
28,12,6.516136169433594
28,13,6.734901428222656
28,14,7.12554931640625
28,15,7.5318450927734375
28,16,7.859977722167969
29,1,56.94194030761719
29,2,30.252365112304688
29,3,21.439163208007812
29,4,18.360794067382812
29,5,15.681465148925781
29,6,14.001083374023438
29,7,13.672935485839844
29,8,13.501052856445312
29,9,13.485427856445312
29,10,13.29791259765625
29,11,13.172897338867188
29,12,13.047889709472656
29,13,13.501052856445312
29,14,13.844825744628906
29,15,14.594879150390625
29,16,14.626136779785156
30,1,117.0716323852539
30,2,61.754798889160156
30,3,43.09710693359375
30,4,36.97163391113281
30,5,31.70557403564453
30,6,28.392845153808594
30,7,27.62714385986328
30,8,27.298995971679688
30,9,27.127120971679688
30,10,26.78333282470703
30,11,26.533309936523438
30,12,26.361419677734375
30,13,27.189620971679688
30,14,27.830299377441406
30,15,28.564720153808594
30,16,29.346038818359375
31,1,380.0764694213867
31,2,193.43692779541016
31,3,132.1352767944336
31,4,105.46134185791016
31,5,87.50680541992188
31,6,75.427734375
31,7,74.67769622802734
31,8,72.25563049316406
31,9,71.13053131103516
31,10,69.39603424072266
31,11,67.08334350585938
31,12,65.14568328857422
31,13,66.31102752685547
31,14,67.14584350585938
31,15,68.09904479980469
31,16,69.00536346435547
